poll_time,scheduled,expected,state,destination,journey_state,journey_id
2026-09-15T05:53:49+02:00,2026-09-15T06:09:57,2026-09-15T06:09:57,EXPECTED,Sergels torg,EXPECTED,2026091500001
2026-09-15T05:53:49+02:00,2026-09-15T06:24:57,2026-09-15T06:24:57,EXPECTED,Sergels torg,EXPECTED,2026091500002
2026-09-15T05:53:49+02:00,2026-09-15T06:37:57,2026-09-15T06:37:57,EXPECTED,Sergels torg,EXPECTED,2026091500003
2026-09-15T06:00:49+02:00,2026-09-15T06:09:57,2026-09-15T06:09:57,EXPECTED,Sergels torg,NORMALPROGRESS,2026091500001
2026-09-15T06:00:49+02:00,2026-09-15T06:24:57,2026-09-15T06:24:57,EXPECTED,Sergels torg,EXPECTED,2026091500002
2026-09-15T06:00:49+02:00,2026-09-15T06:37:57,2026-09-15T06:37:57,EXPECTED,Sergels torg,EXPECTED,2026091500003
2026-09-15T06:14:10+02:00,2026-09-15T06:24:57,2026-09-15T06:24:57,EXPECTED,Sergels torg,NORMALPROGRESS,2026091500002
2026-09-15T06:14:10+02:00,2026-09-15T06:37:57,2026-09-15T06:37:57,EXPECTED,Sergels torg,EXPECTED,2026091500003
2026-09-15T06:14:10+02:00,2026-09-15T06:49:06,2026-09-15T06:49:06,EXPECTED,Sergels torg,EXPECTED,2026091500004
2026-09-15T06:28:22+02:00,2026-09-15T06:37:57,2026-09-15T06:37:57,EXPECTED,Sergels torg,ATORIGIN,2026091500003
2026-09-15T06:28:22+02:00,2026-09-15T06:49:06,2026-09-15T06:49:06,EXPECTED,Sergels torg,EXPECTED,2026091500004
2026-09-15T06:28:22+02:00,2026-09-15T06:59:06,2026-09-15T06:59:06,EXPECTED,Sergels torg,EXPECTED,2026091500005
2026-09-15T06:41:25+02:00,2026-09-15T06:49:06,2026-09-15T06:50:33,EXPECTED,Sergels torg,NORMALPROGRESS,2026091500004
2026-09-15T06:41:25+02:00,2026-09-15T06:59:06,2026-09-15T06:59:06,EXPECTED,Sergels torg,NORMALPROGRESS,2026091500005
2026-09-15T06:41:25+02:00,2026-09-15T07:09:15,2026-09-15T07:09:15,EXPECTED,Sergels torg,EXPECTED,2026091500006
2026-09-15T06:52:49+02:00,2026-09-15T06:59:06,2026-09-15T07:00:41,EXPECTED,Sergels torg,NORMALPROGRESS,2026091500005
2026-09-15T06:52:49+02:00,2026-09-15T07:09:15,2026-09-15T07:09:15,EXPECTED,Sergels torg,EXPECTED,2026091500006
2026-09-15T06:52:49+02:00,2026-09-15T07:19:15,2026-09-15T07:19:15,EXPECTED,Sergels torg,EXPECTED,2026091500007
