poll_time,scheduled,expected,state,destination,journey_state,journey_id
2026-09-14T05:52:19+02:00,2026-09-14T06:09:57,2026-09-14T06:09:57,EXPECTED,Sergels torg,EXPECTED,2026091400001
2026-09-14T05:52:19+02:00,2026-09-14T06:24:57,2026-09-14T06:24:57,EXPECTED,Sergels torg,EXPECTED,2026091400002
2026-09-14T05:52:19+02:00,2026-09-14T06:37:57,2026-09-14T06:37:57,EXPECTED,Sergels torg,EXPECTED,2026091400003
2026-09-14T05:59:47+02:00,2026-09-14T06:09:57,2026-09-14T06:09:57,EXPECTED,Sergels torg,NORMALPROGRESS,2026091400001
2026-09-14T05:59:47+02:00,2026-09-14T06:24:57,2026-09-14T06:24:57,EXPECTED,Sergels torg,EXPECTED,2026091400002
2026-09-14T05:59:47+02:00,2026-09-14T06:37:57,2026-09-14T06:37:57,EXPECTED,Sergels torg,EXPECTED,2026091400003
2026-09-14T06:11:26+02:00,2026-09-14T06:09:57,2026-09-14T06:12:05,EXPECTED,Sergels torg,NORMALPROGRESS,2026091400001
2026-09-14T06:11:26+02:00,2026-09-14T06:24:57,2026-09-14T06:24:57,EXPECTED,Sergels torg,EXPECTED,2026091400002
2026-09-14T06:11:26+02:00,2026-09-14T06:37:57,2026-09-14T06:37:57,EXPECTED,Sergels torg,EXPECTED,2026091400003
2026-09-14T06:25:04+02:00,2026-09-14T06:24:57,2026-09-14T06:26:10,EXPECTED,Sergels torg,NORMALPROGRESS,2026091400002
2026-09-14T06:25:04+02:00,2026-09-14T06:37:57,2026-09-14T06:37:57,EXPECTED,Sergels torg,EXPECTED,2026091400003
2026-09-14T06:25:04+02:00,2026-09-14T06:49:06,2026-09-14T06:49:06,EXPECTED,Sergels torg,EXPECTED,2026091400004
2026-09-14T06:37:06+02:00,2026-09-14T06:37:57,2026-09-14T06:39:20,EXPECTED,Sergels torg,NORMALPROGRESS,2026091400003
2026-09-14T06:37:06+02:00,2026-09-14T06:49:06,2026-09-14T06:49:06,EXPECTED,Sergels torg,EXPECTED,2026091400004
2026-09-14T06:37:06+02:00,2026-09-14T06:59:06,2026-09-14T06:59:06,EXPECTED,Sergels torg,EXPECTED,2026091400005
2026-09-14T06:48:19+02:00,_HEARTBEAT_,,,,,
2026-09-14T06:57:06+02:00,2026-09-14T06:59:06,2026-09-14T07:00:00,EXPECTED,Sergels torg,NORMALPROGRESS,2026091400005
2026-09-14T06:57:06+02:00,2026-09-14T07:09:15,2026-09-14T07:09:15,EXPECTED,Sergels torg,EXPECTED,2026091400006
2026-09-14T06:57:06+02:00,2026-09-14T07:19:15,2026-09-14T07:19:15,EXPECTED,Sergels torg,EXPECTED,2026091400007
2026-09-14T07:04:50+02:00,_HEARTBEAT_,,,,,
2026-09-14T07:18:24+02:00,2026-09-14T07:19:15,2026-09-14T07:20:25,EXPECTED,Sergels torg,NORMALPROGRESS,2026091400007
2026-09-14T07:18:24+02:00,2026-09-14T07:29:24,2026-09-14T07:29:24,EXPECTED,Sergels torg,NORMALPROGRESS,2026091400008
2026-09-14T07:18:24+02:00,2026-09-14T07:40:33,2026-09-14T07:40:33,EXPECTED,Sergels torg,EXPECTED,2026091400009
2026-09-14T07:29:10+02:00,2026-09-14T07:29:24,2026-09-14T07:30:48,EXPECTED,Sergels torg,NORMALPROGRESS,2026091400008
2026-09-14T07:29:10+02:00,2026-09-14T07:40:33,2026-09-14T07:42:27,EXPECTED,Sergels torg,NORMALPROGRESS,2026091400009
2026-09-14T07:29:10+02:00,2026-09-14T07:50:33,2026-09-14T07:50:33,EXPECTED,Sergels torg,EXPECTED,2026091400010
2026-09-14T07:39:22+02:00,2026-09-14T07:40:33,2026-09-14T07:42:44,EXPECTED,Sergels torg,NORMALPROGRESS,2026091400009
2026-09-14T07:39:22+02:00,2026-09-14T07:50:33,2026-09-14T07:52:18,EXPECTED,Sergels torg,NORMALPROGRESS,2026091400010
2026-09-14T07:39:22+02:00,2026-09-14T08:01:24,2026-09-14T08:01:24,EXPECTED,Sergels torg,EXPECTED,2026091400011
2026-09-14T07:48:26+02:00,2026-09-14T07:50:33,2026-09-14T07:52:26,EXPECTED,Sergels torg,NORMALPROGRESS,2026091400010
2026-09-14T07:48:26+02:00,2026-09-14T08:01:24,2026-09-14T08:01:24,EXPECTED,Sergels torg,EXPECTED,2026091400011
2026-09-14T07:48:26+02:00,2026-09-14T08:09:24,2026-09-14T08:09:24,EXPECTED,Sergels torg,EXPECTED,2026091400012
