poll_time,scheduled,expected,state,destination,journey_state,journey_id
2026-09-11T15:26:24+02:00,2026-09-11T15:30:00,2026-09-11T15:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100018
2026-09-11T15:26:24+02:00,2026-09-11T15:45:00,2026-09-11T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100019
2026-09-11T15:26:24+02:00,2026-09-11T16:00:00,2026-09-11T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100020
2026-09-11T15:36:46+02:00,2026-09-11T15:45:00,2026-09-11T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100019
2026-09-11T15:36:46+02:00,2026-09-11T16:00:00,2026-09-11T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100020
2026-09-11T15:36:46+02:00,2026-09-11T16:15:00,2026-09-11T16:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100021
2026-09-11T15:46:57+02:00,2026-09-11T15:45:00,2026-09-11T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100019
2026-09-11T15:46:57+02:00,2026-09-11T16:00:00,2026-09-11T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100020
2026-09-11T15:46:57+02:00,2026-09-11T16:15:00,2026-09-11T16:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100021
2026-09-11T15:55:09+02:00,2026-09-11T16:00:00,2026-09-11T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100020
2026-09-11T15:55:09+02:00,2026-09-11T16:15:00,2026-09-11T16:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100021
2026-09-11T15:55:09+02:00,2026-09-11T16:25:00,2026-09-11T16:25:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100022
2026-09-11T16:01:15+02:00,2026-09-11T16:00:00,2026-09-11T16:00:00,ATSTOP,Häggvik (Mossvägen),NORMALPROGRESS,2026091100020
2026-09-11T16:01:15+02:00,2026-09-11T16:15:00,2026-09-11T16:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100021
2026-09-11T16:01:15+02:00,2026-09-11T16:25:00,2026-09-11T16:25:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100022
2026-09-11T16:15:07+02:00,2026-09-11T16:15:00,2026-09-11T16:15:00,ATSTOP,Häggvik (Mossvägen),NORMALPROGRESS,2026091100021
2026-09-11T16:15:07+02:00,2026-09-11T16:25:00,2026-09-11T16:25:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100022
2026-09-11T16:15:07+02:00,2026-09-11T16:35:00,2026-09-11T16:35:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100023
2026-09-11T16:27:31+02:00,_HEARTBEAT_,,,,,
2026-09-11T16:39:01+02:00,2026-09-11T16:45:00,2026-09-11T16:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100024
2026-09-11T16:39:01+02:00,2026-09-11T16:55:00,2026-09-11T16:55:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100025
2026-09-11T16:39:01+02:00,2026-09-11T17:05:00,2026-09-11T17:05:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100026
2026-09-11T16:48:28+02:00,2026-09-11T16:55:00,2026-09-11T16:55:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100025
2026-09-11T16:48:28+02:00,2026-09-11T17:05:00,2026-09-11T17:05:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100026
2026-09-11T16:48:28+02:00,2026-09-11T17:15:00,2026-09-11T17:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100027
2026-09-11T16:56:47+02:00,2026-09-11T16:55:00,2026-09-11T16:55:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100025
2026-09-11T16:56:47+02:00,2026-09-11T17:05:00,2026-09-11T17:05:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100026
2026-09-11T16:56:47+02:00,2026-09-11T17:15:00,2026-09-11T17:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100027
2026-09-11T17:04:16+02:00,2026-09-11T17:05:00,2026-09-11T17:05:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100026
2026-09-11T17:04:16+02:00,2026-09-11T17:15:00,2026-09-11T17:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100027
2026-09-11T17:04:16+02:00,2026-09-11T17:30:00,2026-09-11T17:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100028
2026-09-11T17:17:48+02:00,2026-09-11T17:30:00,2026-09-11T17:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100028
2026-09-11T17:17:48+02:00,2026-09-11T17:45:00,2026-09-11T17:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100029
2026-09-11T17:17:48+02:00,2026-09-11T18:00:00,2026-09-11T18:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091100030
