poll_time,scheduled,expected,state,destination,journey_state,journey_id
2026-09-14T15:21:18+02:00,_HEARTBEAT_,,,,,
2026-09-14T15:35:06+02:00,2026-09-14T15:45:00,2026-09-14T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091400019
2026-09-14T15:35:06+02:00,2026-09-14T16:00:00,2026-09-14T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091400020
2026-09-14T15:35:06+02:00,2026-09-14T16:15:00,2026-09-14T16:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091400021
2026-09-14T15:47:44+02:00,2026-09-14T16:00:00,2026-09-14T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091400020
2026-09-14T15:47:44+02:00,2026-09-14T16:15:00,2026-09-14T16:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091400021
2026-09-14T15:47:44+02:00,2026-09-14T16:25:00,2026-09-14T16:25:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091400022
2026-09-14T15:56:24+02:00,2026-09-14T16:00:00,2026-09-14T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091400020
2026-09-14T15:56:24+02:00,2026-09-14T16:15:00,2026-09-14T16:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091400021
2026-09-14T15:56:24+02:00,2026-09-14T16:25:00,2026-09-14T16:25:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091400022
2026-09-14T16:03:47+02:00,2026-09-14T16:15:00,2026-09-14T16:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091400021
2026-09-14T16:03:47+02:00,2026-09-14T16:25:00,2026-09-14T16:25:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091400022
2026-09-14T16:03:47+02:00,2026-09-14T16:35:00,2026-09-14T16:35:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091400023
